conceptUri,preferredLabel,altLabels,skillType,reuseLevel,description
http://data.europa.eu/esco/skill/aab001d9-6d45-4f06-9976-9c1e0c253e3f,"monitor programming","",skill/competence,transversal,"Monitor whether programming schedules are met and ensure that the quality of the programs is adequate."
http://data.europa.eu/esco/skill/10a62970-b01b-4a13-9fc4-883e9f6e32fa,"read broadcast programming","",skill/competence,transversal,"Read the programming schedule in order to know which programs need to be recorded and aired."
http://data.europa.eu/esco/skill/94579fbb-0485-48d4-b97e-ca85e15691d3,"develop programming schedule","",skill/competence,transversal,"Develop a schedule for the broadcast of television and radio programs. Decide how much airtime a program gets."
http://data.europa.eu/esco/skill/779f5db1-66db-4790-90db-818bcaddcc29,"monitor programming finances","",skill/competence,transversal,"Oversee the monitoring of the budgets for each production, and find as many funds and sponsors as necessary in order to contribute to the financial optimisation of the production."
http://data.europa.eu/esco/skill/b105ec9b-0857-41d6-8d07-a83e58b73d90,"ICT system programming","",skill/competence,transversal,"The methods and tools required to develop system software, specifications of system architectures and interfacing techniques between network and system modules and components."
http://data.europa.eu/esco/skill/fba47924-b6ff-4be1-b35d-a8142a86e3f2,"draw up artistic programming policy","",skill/competence,transversal,"Formulate ideas, possible plans and concepts concerning the artistic policy in the medium and short term. More specifically, focus on the season programming in order to contribute to the development o"
http://data.europa.eu/esco/skill/cf200547-25b5-47c8-9eda-bca4aedc13fb,"program firmware","",skill/competence,transversal,"Program permanent software with a read-only memory (ROM) on a hardware device, such as an integrated circuit."
http://data.europa.eu/esco/skill/69bbd53f-fbb0-4476-b4b2-ef7844464e28,"web programming","",skill/competence,transversal,"The programming paradigm that is based on combining markup (which adds context and structure to text) and other web programming code, such as AJAX, javascript and PHP, in order to carry out appropriat"
http://data.europa.eu/esco/skill/42ed3bfb-1a01-4c8b-9758-fc6438865734,"Smalltalk (computer programming)","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Smalltalk."
http://data.europa.eu/esco/skill/be80acfc-b6f2-4411-9b8d-b19d9cd2556a,"Swift (computer programming)","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Swift."
http://data.europa.eu/esco/skill/2bde42ae-e776-41c1-9ded-b07b30bfe985,"Prolog (computer programming)","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Prolog."
http://data.europa.eu/esco/skill/e8b89eb6-51e8-4c3a-babb-88b2e110376b,"Pascal (computer programming)","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Pascal."
http://data.europa.eu/esco/skill/d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18,"Scratch (computer programming)","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Scratch."
http://data.europa.eu/esco/skill/a4d336a6-9ffd-402a-91cc-f359716ba4e0,"ML (computer programming)","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in ML."
http://data.europa.eu/esco/skill/47b9bbcf-356c-4782-83a4-7f5a1b2b51a3,"Assembly (computer programming)","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Assembly."
http://data.europa.eu/esco/skill/7d10fcb2-b368-48ab-996b-7c9fafcf68ed,"use automatic programming","",skill/competence,transversal,"Utilise specialised software tools to generate computer code from specifications, such as diagrams, structured informations or other means of describing functionality."
http://data.europa.eu/esco/skill/5b4ea415-3a3a-4d90-91d2-2d18ad196f4b,"program sound cues","",skill/competence,transversal,"Program sound cues and rehearse sound states before or during rehearsals."
http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389,"Java (computer programming)","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Java."
http://data.europa.eu/esco/skill/2c4e11ef-da18-4e19-816b-e6bc19e12424,"use logic programming","",skill/competence,transversal,"Utilise specialised ICT tools to create computer code composed of series of sentences in logical form, expressing rules and facts about some problem domain. Use programming languages which support thi"
http://data.europa.eu/esco/skill/0ccdfe98-f845-4598-84a1-3dca66e9d9a3,"Ruby (computer programming)","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Ruby."
http://data.europa.eu/esco/skill/daa56d49-d7d3-4ba4-9b41-8b542ecfaa27,"program lift controller","",skill/competence,transversal,"Configure the lift controller to make sure the lift operates correctly and efficiently. Set the desired operating mode for one lift or for lift group operation. Maximise comfort while minimising trave"
http://data.europa.eu/esco/skill/0a30e5a8-60a8-4fda-9f89-8e9cee38da5a,"use interface description language","",skill/competence,transversal,"Utilise specification language, such as CORBA and WSDL, for describing interface connection among software components or programs in a programming-language-independent way. "
http://data.europa.eu/esco/skill/0cd6dcf1-5778-42a5-b685-4d01ae4a4871,"Common Lisp","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Common Lisp."
http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,"SAS language","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in SAS language."
http://data.europa.eu/esco/skill/def007fa-5fed-4a5f-91a2-b0d7e3db1be1,"COBOL","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in COBOL."
http://data.europa.eu/esco/skill/51586df8-1c46-4b47-8583-773cb63bf00b,"R","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in R."
http://data.europa.eu/esco/skill/867137fb-ff1b-4ca3-99f3-cb6969aa2c68,"TypeScript","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in TypeScript."
http://data.europa.eu/esco/skill/c3a03c5a-c260-4c26-9b9a-873abb396f4d,"MATLAB","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in MATLAB."
http://data.europa.eu/esco/skill/034c29fa-c3ba-45ea-b8f3-bf8e3705e386,"Erlang","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Erlang."
http://data.europa.eu/esco/skill/ffddfc7c-a9dd-449f-9e96-882dc447c8b6,"Scala","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Scala."
http://data.europa.eu/esco/skill/0de61385-de6d-4146-ba32-1cc1bc102220,"Lisp","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Lisp."
http://data.europa.eu/esco/skill/b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f,"C++","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in C++."
http://data.europa.eu/esco/skill/000f1d3d-220f-4789-9c0a-cc742521fb02,"Haskell","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Haskell."
http://data.europa.eu/esco/skill/58d7a289-dafd-4363-833f-d1dc4140885e,"APL","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in APL."
http://data.europa.eu/esco/skill/993b1e23-f2de-4bd8-b33f-f86dde1c8e9d,"CoffeeScript","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in CoffeeScript."
http://data.europa.eu/esco/skill/dcdd5ddf-82a6-4ac3-8edc-d4b23cae9a88,"VBScript","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in VBScript."
http://data.europa.eu/esco/skill/eb0e5615-1575-4a86-a1a2-7d39595033c5,"ABAP","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in ABAP."
http://data.europa.eu/esco/skill/52cf3037-ab53-4806-85ed-7fd21ea7f6a1,"Groovy","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Groovy."
http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,"Python (computer programming)","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Python."
http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a,"C#","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in C#."
http://data.europa.eu/esco/skill/b4dc6e4f-dc7d-445f-8ce2-d7b9d225e282,"AJAX","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in AJAX."
http://data.europa.eu/esco/skill/dad18fbb-7053-46ed-8a7e-817a10b26ab8,"program home alarm systems","",skill/competence,transversal,"Select the right settings for the specific situation where the alarm system will operate. Set up zones with different policies if called for. Define how the system will be armed and disarmed. Choose a"
http://data.europa.eu/esco/skill/137833bd-aa42-47b5-8005-dd004060c8b5,"airport planning","",skill/competence,transversal,"Know airport planning for different types of aircrafts; use that information to mobilise resources and people in order to handle the aircrafts while they are in the airport."
http://data.europa.eu/esco/skill/5b9cde20-f1b9-4adc-bfb3-dbf70b14138d,"use object-oriented programming","",skill/competence,transversal,"Utilise specialised ICT tools to create computer code based on the concept of an ""object"" which is an abstract data type encapsulated with a set of ""methods"", which operate on the data.  Use progr"
http://data.europa.eu/esco/skill/d31fab87-2a7d-485c-b699-2901ca294b15,"use functional programming","",skill/competence,transversal,"Utilise specialised ICT tools to create computer code which treats computation as the evaluation of mathematical functions and seeks to avoid state and mutable data. Use programming languages which su"
http://data.europa.eu/esco/skill/5ef0c719-5bcb-49f8-b8eb-824388225333,"use scripting programming","",skill/competence,transversal,"Utilise specialised ICT tools to create computer code that is interpreted by the corresponding run-time environments in order to extend applications and automate common computer operations. Use progra"
http://data.europa.eu/esco/skill/25b291b5-8245-4d9d-b391-86a8a31d7109,"use concurrent programming","",skill/competence,transversal,"Utilise specialised ICT tools to create programs that can execute concurrent operations by splitting programs into parallel processes and, once computed, combining the outcomes together."
http://data.europa.eu/esco/skill/13bdd41a-2a18-441f-96db-41252c519413,"Visual Studio .NET","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Visual Basic."
http://data.europa.eu/esco/skill/7b5cb897-2ee8-450c-85a6-d73925cbd1dc,"GameSalad","",skill/competence,transversal,"The drag-and-drop software interface that consists of specialised design tools used for the rapid iteration of user-derived computer games by users with limited programming knowledge."
http://data.europa.eu/esco/skill/300d432b-f457-4cd3-9cb1-1858c7d14954,"OpenEdge Advanced Business Language","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in OpenEdge Advanced Business Language."
http://data.europa.eu/esco/skill/2b7a79e5-84d8-4880-be66-3d9bb05bea17,"use software design patterns","",skill/competence,transversal,"Utilise reusable solutions, formalised best practices, to solve common ICT development tasks in software development and design."
http://data.europa.eu/esco/skill/9379afee-37fd-419c-8c83-76e877b9f191,"maintenance of footwear manufacturing machines","",skill/competence,transversal,"The architecture and functionality of the various footwear manufacturing machines; the analysis of faults, the repair processes and substitutions of components/pieces, and routine lubrications, as wel"
http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,"computer programming","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms (e.g. object oriented programming, functional programming) a"
http://data.europa.eu/esco/skill/cd56a093-3400-4635-80bd-b9611dcf1542,"Gamemaker Studio","",skill/competence,transversal,"The cross-platform game engine which is written in Delphi programming language and consists of integrated development environments and specialised design tools, designed for the rapid iteration of use"
http://data.europa.eu/esco/skill/6d289e8b-2cc1-4eda-ab1f-ad1090ef98f0,"WordPress","",skill/competence,transversal,"The open-source web-based software systems used for creating, editing, publishing and archiving blogs, articles, web pages or press releases which are mostly managed by users with limited web programm"
http://data.europa.eu/esco/skill/5c66ce3a-658d-43b1-9d8d-0f39be6c0f2e,"WebCMS","",skill/competence,transversal,"The web-based software systems used for creating, editing, publishing and archiving blogs, articles, web pages or press releases which are mostly managed by users with limited web programming knowledg"
http://data.europa.eu/esco/skill/f9670490-8aa4-4540-b121-d440a8294aab,"develop data processing applications","",skill/competence,transversal,"Create a customised software for processing data by selecting and using the appropriate computer programming language in order for an ICT system to produce demanded output based on expected input."
http://data.europa.eu/esco/skill/5be3d306-6cf1-4b49-aa1d-01651dd4ba4c,"object-oriented modelling","",skill/competence,transversal,"The object-oriented paradigm, which is based on classes, objects, methods and interfaces and their application in software design and analysis, programming organisation and techniques."
http://data.europa.eu/esco/skill/8764d4b1-e069-44f2-8baa-fb1eee1850ec,"Oracle Application Development Framework","",skill/competence,transversal,"The Java framework software development environment which provide specific features and components (such as enhanced reusability features, visual and declarative programming) that support and guide en"
http://data.europa.eu/esco/skill/e402a6d8-0ca8-4230-9bbe-c559a80b7624,"provide individual exercise programmes","",skill/competence,transversal,"Provide a range of exercise programmes in accordance with the needs of the clients by applying principles of exercise programming, and modifying and moderating as necessary to support effective and sa"
http://data.europa.eu/esco/skill/56a7f561-1d55-43c9-9cd7-36a0a9bc6c50,"ASP.NET","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in ASP.NET."
http://data.europa.eu/esco/skill/14db3283-8b66-4649-9192-41defda9c33e,"personalise sports programme","",skill/competence,transversal,"Observe and evaluate individual performance and determine personal needs and motivation to tailor programmes accordingly and in conjunction with the participant"
http://data.europa.eu/esco/skill/a056851d-4a8b-4007-b0f6-8224ca1ec1c2,"computational linguistics","",skill/competence,transversal,"The computer science field that researches the modelling of natural languages into computational and programming languages."
http://data.europa.eu/esco/skill/401eb8d8-6daa-4f8b-90ad-60afc71eb4f8,"Perl","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Perl."
http://data.europa.eu/esco/skill/91695ae9-5236-4d68-af03-419dfec43b00,"prescribe exercises","",skill/competence,transversal,"Provide a range of exercise programmes in accordance with the needs of the clients by applying principles of exercise programming."
http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,"computer science","",skill/competence,transversal,"The scientific and practical study that deals with the foundations of information and computation, namely algorithms, data structures, programming, and data architecture. It deals with the practicabil"
http://data.europa.eu/esco/skill/4b88b1ee-c2d9-473a-9fe8-ba3b9c0c179a,"implement ICT coding conventions","",skill/competence,transversal,"Apply guidelines for ICT programming techniques, such as conventions, code design patterns and practices to achieve higher security, reliability, better readability and maintenance of the product."
http://data.europa.eu/esco/skill/505e4ef3-7ce4-437d-b7b4-5c608f71c258,"build recommender systems","",skill/competence,transversal,"Construct recommendation systems based on large data sets using programming languages or computer tools to create a subclass of information filtering system that seeks to predict the rating or prefere"
http://data.europa.eu/esco/skill/b820c9de-4d00-4e79-9af9-33f26044ff42,"teach computer science","",skill/competence,transversal,"Instruct students in the theory and practice of computer science, more specifically in the development of software systems, programming languages, artificial intelligence, and software security."
http://data.europa.eu/esco/skill/25619418-10ff-4fd1-af06-149a555447ed,"prescribe exercises for controlled health conditions","",skill/competence,transversal,"Provide a range of targeted exercise programmes by applying principles of exercise programming."
http://data.europa.eu/esco/skill/cbbcdb44-d929-4eee-aa1f-dfd81417c9f7,"plan rig work schedules","",skill/competence,transversal,"Plan work schedule and estimate manpower requirements."
http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7,"JavaScript","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in JavaScript."
http://data.europa.eu/esco/skill/bcbf5957-afc6-4f35-930f-15e7e0bda744,"help the programmer define an artistic vision","",skill/competence,transversal,"Help the programmer or director describe their artistic vision for the institution, programming season, venue, project, etc. Verbally help them to formulate their artistic intent and articulate it in "
http://data.europa.eu/esco/skill/4350c38d-0fe9-4ca7-bab9-40ed7f72b04f,"PHP","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in PHP."
http://data.europa.eu/esco/skill/bb99af26-71ff-4dca-bde7-1eb1f6194426,"SAP R3","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in SAP R3."
http://data.europa.eu/esco/skill/9973a5a2-7822-4161-99e9-95c781eb63f8,"Objective-C","",skill/competence,transversal,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Objective-C."
http://data.europa.eu/esco/skill/95c35c3a-035f-47c2-90cf-7e934d20fc08,"electronics","",skill/competence,transversal,"The functioning of electronic circuit boards, processors, chips, and computer hardware and software, including programming and applications. Apply this knowledge to ensure electronic equipment runs sm"
http://data.europa.eu/esco/skill/04383349-705d-4da7-ae05-12b8c84d6bf1,"interact with programmer on intention of consultancy work","",skill/competence,transversal,"Ask the programmer or direction team about the intent of your consultancy work, whether it be to follow and improve the current vision, to build customers loyalty, to address a new audience, to change"
http://data.europa.eu/esco/skill/87dacc38-195d-4502-80a5-5c032693a676,"contribute to the programmer's reflection process","",skill/competence,transversal,"Discuss previous seasons and projects in order to link them to to artistic trends, styles, etc. Help programmers and direction describe their artistic vision for the institution, programming season, v"
http://data.europa.eu/esco/skill/1e35e9c9-260c-4ad0-baa6-5c92da9f048f,"prepare exhibition programs","",skill/competence,transversal,"Work on exhibition programs and write concept texts."
http://data.europa.eu/esco/skill/b01df0d7-f56e-48ef-bd3a-85e7f85362e0,"develop program ideas","",skill/competence,transversal,"Develop ideas for television and radio programs in accordance with the studio's policy."
http://data.europa.eu/esco/skill/d9d3eb78-a7c6-4076-9e19-df225af2ec62,"manage recycling program budget","",skill/competence,transversal,"manage the annual recycling program and respective budget of an organisation."
http://data.europa.eu/esco/skill/862920c8-f2d0-4058-8fb8-9f06fbfc2446,"develop recycling programs","",skill/competence,transversal,"Develop and coordinate recycling programs; collect and process recyclable materials in order to reduce waste."
http://data.europa.eu/esco/skill/ee7cf96a-d8bb-41b0-ab4d-c3853b52fd8f,"evaluate broadcast programs","",skill/competence,transversal,"Evaluate new and existing television and radio programs for suitability and assess the need for changes using information such as audience surveys and feedback."
http://data.europa.eu/esco/skill/bf675dff-ce7b-4f88-8a93-683a06e6617e,"use colour printing programs","",skill/competence,transversal,"Use colour printing programs, such as the CMYK colour (ink) model for various pressing machines."
http://data.europa.eu/esco/skill/702853b4-dda8-4ce1-b721-b7ccc06c19ea,"develop library educational programs","",skill/competence,transversal,"Plan, work out and deliver client-centred library educational programs, e.g. storytelling sessions for children, or programs for special groups."
http://data.europa.eu/esco/skill/8deb6cb7-15e3-4fd7-a9eb-644c23de95fa,"use shorthand computer program","",skill/competence,transversal,"Employ shorthand computer softwares in order to write and translate shorthands and put them into traditional legible transcripts."
http://data.europa.eu/esco/skill/5bf97b49-74b4-4d4d-9d07-5b51ab1cd704,"develop wildlife programmes","",skill/competence,transversal,"Educate the public and respond to requests for aid and information about an area's wildlife."
http://data.europa.eu/esco/skill/b30c2dd2-996c-4984-9c68-ce05bf26f1e1,"train staff on recycling programs","",skill/competence,transversal,"Train employees on the type of recycling methods and programs available for a company and all its procedures and policies that should be taken account of."
http://data.europa.eu/esco/skill/04e52ec7-5107-455b-a943-8004015d5b26,"develop policies for nutritional programs","",skill/competence,transversal,"Develop policies for food service or nutritional programs to assist in health promotion and disease control."
http://data.europa.eu/esco/skill/f77b73f0-8c65-4389-a3ae-3a57a73ad148,"develop employee retention programs","",skill/competence,transversal,"Plan, develop, and implement programs aimed at keeping the satisfaction of the employees in the best levels. Consequently, assuring the loyalty of employees."
http://data.europa.eu/esco/skill/cbe9ad5c-8b21-4765-bbd8-775ab9bca9de,"participate in school programs on libraries","",skill/competence,transversal,"Plan and teach classes on topics like literacy, library instruction, and technology use."
http://data.europa.eu/esco/skill/d87fe0be-9055-4a76-a444-e98b5bfad9d8,"Taleo","",skill/competence,transversal,"The computer program Taleo is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs."
http://data.europa.eu/esco/skill/219dd03d-4168-416a-be40-f4becca55130,"Engrade","",skill/competence,transversal,"The computer program Engrade is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs."
http://data.europa.eu/esco/skill/bedd8fa7-5a64-4134-9095-58f5709e25e4,"Moodle","",skill/competence,transversal,"The computer program Moodle is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs."
http://data.europa.eu/esco/skill/085bfce5-70fe-43da-9499-307725e89bbc,"WizIQ","",skill/competence,transversal,"The computer program WizIQ is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs."
http://data.europa.eu/esco/skill/489b2571-ce18-4944-b452-ed1f54e55b68,"Schoology","",skill/competence,transversal,"The computer program Schoology is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs."
http://data.europa.eu/esco/skill/33f39236-ab8c-4554-b80c-ca506cafde45,"evaluate social work program's impact","",skill/competence,transversal,"Gather data to allow the assessment of the impact of a program on a community."
http://data.europa.eu/esco/skill/a53211a6-9495-4a9b-8730-31f48afd0edf,"evaluate supporting team in community arts program","",skill/competence,transversal,"Evaluate whether the role of the supporting team matches what was planned and develop a flexible approach to respond to unexpected sources of support or lack of it. Revisit these roles throughout the "
http://data.europa.eu/esco/skill/6bae0078-d7e1-46c5-b4ce-0d70cbf9016b,"handle humanitarian response programs","",skill/competence,transversal,"Facilitate the distribution of humanitarian aid within geographical areas affected by war, natural disasters or other environmental problems and hazards."
http://data.europa.eu/esco/skill/41ec47dd-08b3-464a-9c45-c706f3e74467,"industrial software","",skill/competence,transversal,"The selection of software that aids in estimating, managing and scheduling industrial processes such as design, work flow and production improvement."
http://data.europa.eu/esco/skill/c8de8023-ab8a-402b-a828-b2b57cd3b2f7,"install software","",skill/competence,transversal,"Install machine-readable instructions, such as computer programs, in order to direct the computer's processor to perform a certain set of actions."
http://data.europa.eu/esco/skill/4f992952-f3ea-473b-9562-183194966704,"sell gaming software","",skill/competence,transversal,"Sell games, consoles, gaming computers and gaming software."
http://data.europa.eu/esco/skill/511eaf45-f585-4198-9c8d-9dbedb22b1b2,"sell software products","",skill/competence,transversal,"Sell software programs and applications to customers according to their personal needs."
http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1,"use CAD software","",skill/competence,transversal,"Use computer-aided design (CAD) systems to assist in the creation, modification, analysis, or optimisation of a design."
http://data.europa.eu/esco/skill/4a2a63e6-5c62-43a0-a375-fdf4c2805270,"customise software for drive system","",skill/competence,transversal,"Adapt and customise software to the specific machine or application."
http://data.europa.eu/esco/skill/541561bc-510c-4a99-881c-2d8bf5a85462,"use technical drawing software","",skill/competence,transversal,"Create technical designs and technical drawings using specialised software."
http://data.europa.eu/esco/skill/54ddd422-5905-44db-93d4-03b17b913c5e,"use CADD software","",skill/competence,transversal,"Use computer-aided design and drafting software to make detailed drawings and blueprints of designs."
http://data.europa.eu/esco/skill/5c8aa481-9e7c-4f32-8197-a8b0fd7ca186,"demonstrate functionality of software products","",skill/competence,transversal,"Demonstrate to customers the features and functionalities of software products."
http://data.europa.eu/esco/skill/757109c4-c04b-40b6-ada8-9bdc4153387e,"sell software maintenance contracts","",skill/competence,transversal,"Sell software maintenance services for permanent support of sold products."
http://data.europa.eu/esco/skill/f4229545-9cd3-4abf-ac7b-744040a7a61b,"use milk control software","",skill/competence,transversal,"Use milk testing software and interpret the results."
http://data.europa.eu/esco/skill/7c9cb75d-ca4a-47c0-a989-ec0ba65a4bf0,"use typesetting software","",skill/competence,transversal,"Use specialised computer programs to arrange the type of texts and images to be printed."
http://data.europa.eu/esco/skill/e6b8f934-7f35-4dc6-9a64-f6c43acdc00b,"software components suppliers","",skill/competence,transversal,"The suppliers who can deliver the required software components."
http://data.europa.eu/esco/skill/a4ec696c-ac73-4bd5-8a3c-09a783cf3944,"use mine planning software","",skill/competence,transversal,"Use specialised software to plan, design and model for mining operations."
http://data.europa.eu/esco/skill/fb7aee4d-f6c6-4a87-8e9d-8e542b3771f8,"software metrics","",skill/competence,transversal,"The metrics that measure a characteristic of the software system in order to determine the development of the software and evaluate it."
http://data.europa.eu/esco/skill/a2b5dcf3-5b6a-453d-876c-cff540c0faf1,"CAD software","",skill/competence,transversal,"The computer-aided design (CAD) software for creating, modifying, analysing or optimising a design."
http://data.europa.eu/esco/skill/5fd6c193-93c6-4f2d-bf9b-e0debb851f2d,"collection management software","",skill/competence,transversal,"Be familiar with specialised collection management software used to document and keep record of the museum collection."
http://data.europa.eu/esco/skill/3c1af34b-4562-4c39-a30e-0812b84a147e,"use specialised design software","",skill/competence,transversal,"Developing new designs mastering specialised software."
http://data.europa.eu/esco/skill/9ab0a456-e4f6-4070-a360-46e1009b6c0d,"use CAE software","",skill/competence,transversal,"Work with computer-aided engineering (CAE) tools to perform analysis tasks such as Finite Element Analysis and Computional Fluid Dynamics."
http://data.europa.eu/esco/skill/1c43679a-c6fc-4b42-bb8b-452a34ae9b73,"use chromatography software","",skill/competence,transversal,"Use the chromatography data system software which collects and analyses the chromatography detectors results."
http://data.europa.eu/esco/skill/1bc718b6-ed90-4a9d-9fa7-8cec928a4581,"use creative suite software","",skill/competence,transversal,"Use a creative software suite such as ''Adobe'' to aid in graphic designing."
http://data.europa.eu/esco/skill/bb2b4485-2bad-402f-8517-44bf7d9afff4,"implement anti-virus software","",skill/competence,transversal,"Download, install and update software to prevent, detect and remove malicious software, such as computer viruses."
http://data.europa.eu/esco/skill/25ee43a8-f9b0-4990-96cf-eabe627ff0cc,"use rental management software","",skill/competence,transversal,"Use rental management software to monitor aspects of the business such as finances, rentals, and bills."
http://data.europa.eu/esco/skill/9710209e-d80f-4459-aaa4-28aafadb008d,"sell software personal training","",skill/competence,transversal,"Sell personal training services to customers who bought software products from the shop."
http://data.europa.eu/esco/skill/82313e12-9d39-47d1-b7c9-78bbd6bb50e2,"CAE software","",skill/competence,transversal,"The software to perform computer-aided engineering (CAE) analysis tasks such as Finite Element Analysis and Computional Fluid Dynamics."
http://data.europa.eu/esco/skill/bb165899-d95f-4433-95f2-173fefd716d2,"develop statistical software","",skill/competence,transversal,"Participate in the various development stages of computer programs for econometric and statistical analysis, such as research, new product development, prototyping, and maintenance."
http://data.europa.eu/esco/skill/a0b6f2b8-0f41-420d-9d7b-942026f83b50,"aquaculture production planning software","",skill/competence,transversal,"The functioning principles and usage of a software dedicated to the planning of aquculture production."
http://data.europa.eu/esco/skill/446d29ed-9eaa-4798-bb91-5f196651ad0a,"create game testing software","",skill/competence,transversal,"Be able to develop software to test and evaluate online and land-based gambling, betting and lottery games."
http://data.europa.eu/esco/skill/2b24cbb7-f94e-43c1-8377-138f80ad5c19,"develop translation memory software","",skill/competence,transversal,"Develop and improve translation memory software for retrieving equivalent target texts in existing databases when translating from one language to another."
http://data.europa.eu/esco/skill/9ce670ec-318c-4a91-9179-03437db728dc,"ICT software specifications","",skill/competence,transversal,"The characteristics, use and operations of various software products such as computer programmes and application software."
http://data.europa.eu/esco/skill/c31a222b-de0b-490c-82b8-472167cb0ba5,"specialised astrology software","",skill/competence,transversal,"The software that is used to gather and interpret data on the relevant positioning of celestial objects in order to deduct their influence on human life."
http://data.europa.eu/esco/skill/797a4416-0b8d-44f3-8fcd-eb10bd0be6b4,"develop software prototype","",skill/competence,transversal,"Create a first incomplete or preliminary version of a piece of software application to simulate some specific aspects of the final product."
