conceptUri,preferredLabel,altLabels,skillType,reuseLevel,description
http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2,"office software","",skill/competence,transversal,"The characteristics and functioning of software programs for office tasks such as word processing, spreadsheets, presentation, email and database."
http://data.europa.eu/esco/skill/cae4c053-05d1-413d-8499-f37793aad56e,"audio editing software","",skill/competence,transversal,"The various software for editing and generating audio, such as Adobe Audition, Soundforge, and Power Sound Editor."
http://data.europa.eu/esco/skill/89f6560b-2194-45c9-9ece-d33049a73eef,"computer engineering","",skill/competence,transversal,"Engineering discipline that combines computer science with electrical engineering to develop computer hardware and software. Computer engineering occupies itself with electronics, software design, and"
http://data.europa.eu/esco/skill/00c04e40-35ea-4ed1-824c-82f936c8f876,"Incremental development","",skill/competence,transversal,"The incremental development model is a methodology to design software systems and applications."
http://data.europa.eu/esco/skill/33d49d4f-31ec-473f-9b8a-b555aa5116bb,"Iterative development","",skill/competence,transversal,"The iterative development model is a methodology to design software systems and applications."
http://data.europa.eu/esco/skill/ed1d8bd4-cd2a-4c64-b665-56d70651026c,"Prototyping development","",skill/competence,transversal,"The prototyping development model is a methodology to design software systems and applications."
http://data.europa.eu/esco/skill/4840338b-ac6c-486a-be1d-9ddfe00b8bdf,"Spiral development","",skill/competence,transversal,"The spiral development model is a methodology to design software systems and applications."
http://data.europa.eu/esco/skill/6a876489-7ad8-4a13-b09c-c9b8e97a302e,"Waterfall development","",skill/competence,transversal,"The waterfall development model is a methodology to design software systems and applications."
http://data.europa.eu/esco/skill/117373c8-f04b-4fff-8683-aebe36edac81,"hardware platforms","",skill/competence,transversal,"The characteristics of the hardware configuration required to process the applications software product."
http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221,"Agile development","",skill/competence,transversal,"The agile development model is a methodology to design software systems and applications."
http://data.europa.eu/esco/skill/1019423b-3368-4f83-b24f-19e5fa23e816,"software UI design patterns","",skill/competence,transversal,"The reusable solutions and formalised best practices to solve common user interface tasks in software development and design."
http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4,"DevOps","",skill/competence,transversal,"The DevOps development approach is a methodology to design software systems and applications focused on the collaboration and between software programmers and other ICT professionals and automation."
http://data.europa.eu/esco/skill/438ff259-d086-4004-acda-1ec3e1631bc6,"software anomalies","",skill/competence,transversal,"The deviations of what is standard and exceptional events during software system performance, identification of incidents that can alter the flow and the process of system execution."
http://data.europa.eu/esco/skill/484df271-bb52-49f1-8f50-f19624bf4df2,"software components libraries","",skill/competence,transversal,"The software packages, modules, web services and resources that cover a set of related functions and the databases where these reusable components can be found."
http://data.europa.eu/esco/skill/2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1,"debug software","",skill/competence,transversal,"Repair computer code by analysing testing results, locating the defects causing the software to output an incorrect or unexpected result and removing these faults."
http://data.europa.eu/esco/skill/49f85a99-086c-45b6-a6fa-eb90305af7b1,"Chef (tools for software configuration management)","",skill/competence,transversal,"The tool Chef is a software program which performs infrastructure configuration identification, control and automation aiming to ease the applications deployment."
http://data.europa.eu/esco/skill/2857540c-180b-4208-9127-e94a01871966,"align software with system architectures","",skill/competence,transversal,"Put system design and technical specifications in line with software architecture in order to ensure the integration and interoperability between components of the system."
http://data.europa.eu/esco/skill/83b33952-3872-46ec-9a2e-b28f91303a7e,"oversee development of software","",skill/competence,transversal,"Organise, plan and supervise the development of the applications and frameworks in order to create a software product, from the earliest planning stages to the final product test."
http://data.europa.eu/esco/skill/bcc0db5f-c1e8-4f08-b68b-020396ef07b9,"use audio reproduction software","",skill/competence,transversal,"Operate software and equipment that transform and reproduce digital, analogue sounds and sound waves into the desired perceivable audio to be streamed."
http://data.europa.eu/esco/skill/7a757fa5-9a6f-43ab-9e66-f8f4dba1ffcb,"use CAM software","",skill/competence,transversal,"Use computer-aided manufacturing (CAM) programmes to control machinery and machine tools in the creation, modification, analysis, or optimisation as part of the manufacturing processes of workpieces."
http://data.europa.eu/esco/skill/f47a1998-0beb-43be-9f46-380aa4d183da,"Jenkins (tools for software configuration management)","",skill/competence,transversal,"The tool Jenkins is a software program to perform configuration identification, control, status accounting and audit of software during its development and maintenance."
http://data.europa.eu/esco/skill/8bc3c77c-30c3-45e6-bd61-069ba433ecfe,"e-learning software infrastructure","",skill/competence,transversal,"The infrastructure properties and specifications required to set up the e-learning environment which provides learning experiences to the audience."
http://data.europa.eu/esco/skill/7253d98c-4a6d-4e37-8b6c-accca9f4b639,"develop ICT test suite","",skill/competence,transversal,"Create a series of test cases to check software behaviour versus specifications. These test cases are then to be used during subsequent testing."
http://data.europa.eu/esco/skill/ad59afe4-6f8a-4bc4-acfd-0f228277508a,"statistical analysis system software","",skill/competence,transversal,"Specific software system (SAS) used for advanced analytics, business intelligence, data management, and predictive analytics."
http://data.europa.eu/esco/skill/e9ac6d35-0219-44c3-b488-bfd14923d09f,"use pattern-cutting softwares","",skill/competence,transversal,"Use pattern-cutting softwares in order to create templates for the manufacturing of wearing apparel, made-up textile articles, and textile products. Set adequate patterns in softwares for replicabilit"
http://data.europa.eu/esco/skill/0d168770-4d9c-4096-b048-a6577818d306,"Apache Maven","",skill/competence,transversal,"The tool Apache Maven is a software program to perform configuration identification, control, status accounting and audit of software during its development and maintenance."
http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,"cloud technologies","",skill/competence,transversal,"The technologies which enable access to hardware, software, data and services through remote servers and software networks irrespective of their location and architecture."
http://data.europa.eu/esco/skill/82de2df7-0d6c-42b1-94ac-b3e9a029e917,"use back-up and recovery tools","",skill/competence,transversal,"Use tools which allow users to copy and archive computer software, configurations and data and recover them in case of loss."
http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb,"use presentation software","",skill/competence,transversal,"Use software tools to create digital presentations which combine various elements, such as graphs, images, text and other multimedia."
http://data.europa.eu/esco/skill/3cee858e-79e8-4a4b-b99f-93c7f735d58b,"DB2","",skill/competence,transversal,"The computer program IBM DB2 is a tool for creating, updating and managing databases, developed by the software company IBM."
http://data.europa.eu/esco/skill/4f7fa632-15a6-4739-930b-abbac8055a80,"firmware","",skill/competence,transversal,"Firmware is a software program with a read-only memory (ROM) and a set of instructions that is permanently inscribed on a hardware device. Firmware is commonly used in electronic systems such as compu"
http://data.europa.eu/esco/skill/bf298db2-b90e-4739-85ca-9c3003103fab,"manage software localisation","",skill/competence,transversal,"Organise the transfer process of a certain software from one localisation to another, in order to expand the number of users, by modifying content through the use of an user interface translation, whi"
http://data.europa.eu/esco/skill/5d3798b0-d3a3-45ef-9df2-8b8756d4d79c,"use thermal analysis","",skill/competence,transversal,"Use software tools such as Icepak, Fluens and FloTHERM as a means to develop and optimize thermal control designs in order to cope with a wide range of difficult problems regarding thermal products an"
http://data.europa.eu/esco/skill/ea412de3-9d7a-4943-8d8c-c6d3c7495d0e,"execute integration testing","",skill/competence,transversal,"Perform testing of system or software components grouped in multiple ways to evaluate their ability to interconnect, their interface and their ability to provide global functionality."
http://data.europa.eu/esco/skill/df11ab22-3c40-4dc8-ab0c-e9f41e62449e,"edit photographs","",skill/competence,transversal,"Resize, enhance and retouche photographs, using airbrushing, editing software and other techniques."
http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576,"database","",skill/competence,transversal,"The classification of databases, that includes their purpose, characteristics, terminology, models and use such as XML databases, document-oriented databases and full text databases."
http://data.europa.eu/esco/skill/0df2e216-68ae-4952-b9dc-3c2f2bc04fe3,"maintain database","",skill/competence,transversal,"Maintain a freelance database that offers extra support to your teams and is able to calculate negotiating costs."
http://data.europa.eu/esco/skill/12b7d5a1-1ad4-45dc-b0fa-b31d1eb2c79a,"maintain pricing database","",skill/competence,transversal,"Maintain internal and external database to ensure that all pricing data are permanently accurate and up-to-date."
http://data.europa.eu/esco/skill/e0ae0101-ab8f-47a2-938b-ab0cc367b3b5,"maintain warehouse database","",skill/competence,transversal,"Keep digital warehouse database up-to-date and multi-accessible."
http://data.europa.eu/esco/skill/64db87c7-2360-4e20-88d3-d222402e477c,"write database documentation","",skill/competence,transversal,"Develop documentation containing information about the database that is relevant to end users."
http://data.europa.eu/esco/skill/58888680-07cd-4baa-8eb1-f846bff7e2d4,"manage membership database","",skill/competence,transversal,"Add and update membership information and analyze and report on statistical membership information."
http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,"manage database","",skill/competence,transversal,"Apply database design schemes and models, define data dependencies, use query languages and database management systems (DBMS) to develop and manage databases."
http://data.europa.eu/esco/skill/84f58e3d-8669-4d83-8c1d-5dd1e73a654f,"create database diagrams","",skill/competence,transversal,"Develop the database design models and diagrams which establish the structure of a database by using modelling software tools to be implemented in further processes."
http://data.europa.eu/esco/skill/b5c7e0dc-dda3-4790-a7d1-d6d8023b3089,"database quality standards","",skill/competence,transversal,"Techniques and methods of estimation and evaluation of system quality and overall database quality, as well as the set quality standards and regulations."
http://data.europa.eu/esco/skill/a1388163-462a-4b76-8649-67470ea858a1,"search databases","",skill/competence,transversal,"Search for information or people using databases."
http://data.europa.eu/esco/skill/0c66036a-3bdd-4955-8343-985f4697af64,"manage donor database","",skill/competence,transversal,"Create and constantly update the database containing personal details and status of donors."
http://data.europa.eu/esco/skill/5b776f2d-cac1-437e-badd-9871876209a5,"develop geological databases","",skill/competence,transversal,"Develop geological databases in order to acquire and organise information."
http://data.europa.eu/esco/skill/c1b4aa1e-bc42-49e4-952a-0cbd45f1d57b,"museum databases","",skill/competence,transversal,"The tools and processes involved in working with museum databases."
http://data.europa.eu/esco/skill/ec85cc63-4e24-4631-bf92-8789db2605c0,"maintain database security","",skill/competence,transversal,"Master a wide variety of information security controls in order to pursue maximal database protection."
http://data.europa.eu/esco/skill/694f1a0a-b6bd-453f-af6d-a833503da307,"manage meteorological database","",skill/competence,transversal,"Develop and maintain meteorological databases. Add information after each new observation."
http://data.europa.eu/esco/skill/6c08403c-a5bb-4868-b8c2-b7d039c0e511,"design database scheme","",skill/competence,transversal,"Draft a database scheme by following the Relational Database Management System (RDBMS) rules in order to create a logically arranged group of objects such as tables, columns and processes."
http://data.europa.eu/esco/skill/484d048c-a5d1-46a5-b57f-45b69c0ac552,"analyse pipeline database information","",skill/competence,transversal,"Retrieve and analyse different types of information extracted from the databases of pipelines companies. Analyse information such as risks, project management KPIs (keyperformance indicators), goods t"
http://data.europa.eu/esco/skill/022dc430-872a-473a-9cf4-fed4895e58ad,"define database physical structure","",skill/competence,transversal,"Specify the physical configuration of database files on a given media. This consists of in-detail specifications of indexing options, data types and data elements placed in the data dictionary."
http://data.europa.eu/esco/skill/7369f779-4b71-4aab-8836-48b69c676eec,"operate relational database management system","",skill/competence,transversal,"Extract, store and verify information using database management systems based on the relational database model, which arranges data into tables of rows and columns, such as Oracle Database, Microsoft "
http://data.europa.eu/esco/skill/0121ac3b-775b-4faf-b86d-0078623674bc,"develop terminology databases","",skill/competence,transversal,"Collect and submit terms after verifying their legitimacy in order to build up terminology databases on an array of domains."
http://data.europa.eu/esco/skill/0af529ff-a95d-419b-ab2a-335f6894a966,"maintain logistics databases","",skill/competence,transversal,"Maintain databases accessible to users in the logistics and storage sub-sector."
http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1,"use databases","",skill/competence,transversal,"Use software tools for managing and organising data in a structured environment which consists of attributes, tables and relationships in order to query and modify the stored data."
http://data.europa.eu/esco/skill/d9eaf831-9348-4330-a83e-b7c099cdc8f6,"Teradata Database","",skill/competence,transversal,"The computer program Teradata Database is a tool for creating, updating and managing databases, developed by the software company Teradata Corporation."
http://data.europa.eu/esco/skill/43ec6db6-33f7-449b-a566-5779a7e8997a,"OpenEdge Database","",skill/competence,transversal,"The computer program OpenEdge Database is a tool for creating, updating and managing databases, developed by the software company Progress Software Corporation."
http://data.europa.eu/esco/skill/9ba8fd27-275d-4bad-8c48-f668aa99a578,"balance database resources","",skill/competence,transversal,"Stabilise the workload and resources of a database, by controlling the demand of transactions, allocating disk spaces and ensuring reliability of the servers in order to optimise cost and risk ratio."
http://data.europa.eu/esco/skill/d6cdef49-b669-4507-91d1-3f959cf98e47,"maintain database performance","",skill/competence,transversal,"Calculate values for database parameters. Implement new releases and execute regular maintenance tasks such as establishing backup strategies and eliminating index fragmentation. Evaluate hardware pro"
http://data.europa.eu/esco/skill/9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe,"database development tools","",skill/competence,transversal,"The methodologies and tools used for creating logical and physical structure of databases, such as logical data structures, diagrams, modelling methodologies and entity-relationships."
http://data.europa.eu/esco/skill/ab67fbfb-0ca7-4345-8bf6-af8f59480212,"design database backup specifications","",skill/competence,transversal,"Specify procedures to be performed on databases which ensure the copying and archiving of data for possible restoration in case of a data loss event."
http://data.europa.eu/esco/skill/76ef6ed3-1658-4a1a-9593-204d799c6d0c,"NoSQL","",skill/competence,transversal,"The Not Only SQL non-relational database used for creating, updating and managing large amounts of unstructured data stored in the cloud."
http://data.europa.eu/esco/skill/de9f85ba-e77f-48fd-8c66-f5ebaf32d655,"Oracle Relational Database","",skill/competence,transversal,"The computer program Oracle Rdb is a tool for creating, updating and managing databases, developed by the software company Oracle."
http://data.europa.eu/esco/skill/b8eb2517-37d8-43e6-9856-9c29d5c51fde,"Filemaker (database management systems)","",skill/competence,transversal,"The computer program FileMaker is a tool for creating, updating and managing databases, developed by the software company FileMaker Inc."
http://data.europa.eu/esco/skill/5da73370-f6b9-417d-a94c-09bf01f84aa2,"use access control software","",skill/competence,transversal,"Utilise software to define the roles and manage user authentication, privileges and access rights to ICT systems, data and services."
http://data.europa.eu/esco/skill/1b7c716e-af95-4cda-a42f-6479c8b139f5,"MDX","",skill/competence,transversal,"The computer language MDX is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the software company Microsoft."
http://data.europa.eu/esco/skill/4e6d2538-a48e-48a7-8dad-14b067cfcb8b,"TripleStore","",skill/competence,transversal,"The RDF store or TripleStore is a database used for storage and retrieval of Resource Description Framework triples (subject-predicate-object data entities) which can be accessed by semantic queries."
http://data.europa.eu/esco/skill/c7d24594-0c11-4b27-9039-fe0bb903da8e,"LINQ","",skill/competence,transversal,"The computer language LINQ is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the software company Microsoft."
http://data.europa.eu/esco/skill/e819cc1e-09d9-47f2-b418-93972852daef,"MarkLogic","",skill/competence,transversal,"The NoSQL enterprise non-relational database used for creating, updating and managing large amounts of unstructured data stored in the cloud and which provides features such as semantics, flexible dat"
http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278,"perform data mining","",skill/competence,transversal,"Explore large datasets to reveal patterns using statistics, database systems or artificial intelligence and present the information in a comprehensible way."
http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f,"database management systems","",skill/competence,transversal,"The tools for creating, updating and managing databases, such as Oracle, MySQL and Microsoft SQL Server."
http://data.europa.eu/esco/skill/75f839c2-fd9a-4ad3-8921-6e734608568d,"use query languages","",skill/competence,transversal,"Retrieve information from a database or information system using computer languages designed for the retrieval of data."
http://data.europa.eu/esco/skill/3f4dab51-572b-4e2c-85ef-3b4c3f7094e1,"XQuery","",skill/competence,transversal,"The computer language XQuery is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the international standards organis"
http://data.europa.eu/esco/skill/a57a54b6-2f2e-43e4-9621-b52f4a63cb08,"LDAP","",skill/competence,transversal,"The computer language LDAP is a query language for retrieval of information from a database and of documents containing the needed information."
http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,"SQL","",skill/competence,transversal,"The computer language SQL is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the American National Standards Instit"
http://data.europa.eu/esco/skill/5da8018b-ae85-4cde-ad93-0394369018f3,"SPARQL","",skill/competence,transversal,"The computer language SPARQL is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the international standards organis"
http://data.europa.eu/esco/skill/f597f772-24d3-4cec-813c-cf5a7027c794,"N1QL","",skill/competence,transversal,"The computer language N1QL is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the software company Couchbase."
http://data.europa.eu/esco/skill/c062bab3-3ea0-4291-9220-a2d8fef4bead,"SQL Server","",skill/competence,transversal,"The computer program SQL Server is a tool for creating, updating and managing databases, developed by the software company Microsoft."
http://data.europa.eu/esco/skill/c2ce7fe9-203b-492a-961e-9698dce7de19,"perform safety data analysis","",skill/competence,transversal,"Use different safety databases to perform analyses of information on actual or potential safety threats."
http://data.europa.eu/esco/skill/749ae61c-fe7b-461b-8bc3-349f46617ee7,"scan an animal to locate a microchip","",skill/competence,transversal,"Scan the animal carefully, using the correct procedure for the type of scanner, to locate the possible presence of a microchip. Check the data on the relevant database or other documentation where a m"
http://data.europa.eu/esco/skill/479944ef-8d2c-4279-b3d1-2b85c761fb30,"manage radiology information system","",skill/competence,transversal,"Develop and maintain a database to store, manage and distribute radiological images and data."
http://data.europa.eu/esco/skill/22225017-a02e-4171-8775-64c3adc87512,"automatic meter reading","",skill/competence,transversal,"Mobile, network and handheld technologies used to automatically acquire data on energy and water consumption, and forward them to the central database for sending invoices or performing analysis."
http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586,"query languages","",skill/competence,transversal,"The field of standardised computer languages for retrieval of information from a database and of documents containing the needed information."
http://data.europa.eu/esco/skill/94758266-bb0f-4e41-bedb-349ecacfaf5c,"maintain freight rate databases","",skill/competence,transversal,"Develop and maintain freight rate databases for use by supply chain departments in order to determine and adopt the most cost-efficient modes of transportation."
http://data.europa.eu/esco/skill/0b8f2fb9-59b0-43f7-8ad1-6cb952386255,"conduct safe aircraft marshalling","",skill/competence,transversal,"Conduct safe marshalling of aircraft, adhere to apron markings and ensure accurate completion of associated paperwork or database entries."
http://data.europa.eu/esco/skill/fdc388ba-c8f4-4455-a55f-ffdf29b05f5f,"use agricultural information systems and databases","",skill/competence,transversal,"Use relevant information systems and databases to plan, manage and operate agricultural enterprise and production."
http://data.europa.eu/esco/skill/2579f843-87e8-4a9f-83ce-1284b2218b56,"ensure quality of aeronautical information management services","",skill/competence,transversal,"Undertake complex tasks and perform medium and high level database, desktop and GIS-related activities; develop quality aeronautical data sets and publications."
http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535,"use microsoft office","",skill/competence,transversal,"Possess the ability to work with the standard programs contained in Microsoft Office at a capable level. Create a document and do basic formatting, insert page breaks, create headers or footers, and i"
http://data.europa.eu/esco/skill/b0a3bb25-a02f-43ed-ab1f-994fa66a424a,"online analytical processing","",skill/competence,transversal,"The online tools which analyse, aggregate and present multi-dimensional data enabling users to interactively and selectively extract and view data from specific points of view."
http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,"data mining","",skill/competence,transversal,"The methods of artificial intelligence, machine learning, statistics and databases used to extract content from a dataset."
http://data.europa.eu/esco/skill/a8d07b5a-c1a1-42c6-9d53-db9c7a2ca996,"PostgreSQL","",skill/competence,transversal,"The computer program PostgreSQL is a free and open-source software tool for creating, updating and managing databases, developed by the PostgreSQL Global Development Group."
http://data.europa.eu/esco/skill/fda917eb-0d6a-4371-8c93-2a10bf950966,"manage ICT semantic integration","",skill/competence,transversal,"Oversee integration of public or internal databases and other data, by using semantic technologies to produce structured semantic output."
http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e,"Microsoft Access","",skill/competence,transversal,"The computer program Access is a tool for creating, updating and managing databases, developed by the software company Microsoft."
http://data.europa.eu/esco/skill/c5ed451b-ef39-47a3-aee7-8f5be0aa8431,"CA Datacom/DB","",skill/competence,transversal,"The computer program CA Datacom/DB is a tool for creating, updating and managing databases, currently developed by the software company CA Technologies."
http://data.europa.eu/esco/skill/70de94f5-9575-4edd-bca7-c797b023b9d6,"Oracle WebLogic","",skill/competence,transversal,"The application server Oracle WebLogic is Java EE based application server which serves as a middle tier that links the back-end databases to the related applications."
http://data.europa.eu/esco/skill/6a536b36-c5c7-4d10-bf67-a4fb0f8549b2,"audit techniques","",skill/competence,transversal,"The techniques and methods that support a systematic and independent examination of data, policies, operations and performances using computer-assisted audit tools and techniques (CAATs) such as sprea"
http://data.europa.eu/esco/skill/f0f2da78-ef60-4653-b2c8-ff0a7a9ea2f8,"instruct library users","",skill/competence,transversal,"Teach library visitors basic computer skills, such as searching digital databases."
http://data.europa.eu/esco/skill/4959697d-3a24-4f46-af0c-b752318e6c54,"ObjectStore","",skill/competence,transversal,"The computer program ObjectStore is a tool for creating, updating and managing databases, developed by the software company Object Design, Incorporated."
http://data.europa.eu/esco/skill/fa3e5cec-703e-4d46-b3bb-e8a89540ab54,"manage digital archives","",skill/competence,transversal,"Create and maintain computer archives and databases, incorporating latest developments in electronic information storage technology."
http://data.europa.eu/esco/skill/4da171e5-779c-4983-a76f-91c16751e99f,"MySQL","",skill/competence,transversal,"The computer program MySQL is a tool for creating, updating and managing databases, currently developed by the software company Oracle."
http://data.europa.eu/esco/skill/ab0bc977-8b71-48f7-bfcc-a8f92ec03e34,"research family histories","",skill/competence,transversal,"Determine history of a family and its family tree by researching into existing genealogical databases, conducting interviews and performing qualitative research into reliable sources."
http://data.europa.eu/esco/skill/84251cb1-babf-4d17-a3cd-baa642c24c8d,"IBM Informix","",skill/competence,transversal,"The computer program IBM Informix is a tool for creating, updating and managing databases, developed by the software company IBM."
http://data.europa.eu/esco/skill/34982b79-842f-4835-8598-d27793731d26,"manage library users queries","",skill/competence,transversal,"Search library databases and standard reference materials, including online sources, to help users should they have questions."
http://data.europa.eu/esco/skill/77e7cb08-2c6f-42ab-881b-b34b2318acbe,"manage administrative systems","",skill/competence,transversal,"Ensure administrative systems, processes and databases are efficient and well managed and give the sound basis to work together with the administrative officer/staff/professional."
http://data.europa.eu/esco/skill/c2296e2e-5fef-4f24-a24f-e5b3792268be,"provide ICT support","",skill/competence,transversal,"Resolve ICT-related incidents and service requests from customers, clients or colleagues including password resets and updating databases such as Microsoft Exchange email."
http://data.europa.eu/esco/skill/54ae8c54-2aad-46fc-bff2-9d44d0ec7a6e,"manage information access aids","",skill/competence,transversal,"Develop and maintain information access aids such as databases, digital bibliographies, web pages, software programs and online tutorials."
http://data.europa.eu/esco/skill/db54a4d7-9ea9-4c3d-9bd9-9169e6c1fb4f,"change power distribution systems","",skill/competence,transversal,"Review procedures, schedules and databases to identify and recommend changes in existing power distribution systems in order to meet operational requirements and regulations."
http://data.europa.eu/esco/skill/9d7050b4-684f-4db3-9b25-05616a88d6fc,"develop technical glossaries","",skill/competence,transversal,"Organise technical terms used e.g. in scientific and legal settings into terminology databases and glossaries to aid future translations."
http://data.europa.eu/esco/skill/99c45fa5-093a-4fb9-b682-4ca46e552e33,"cost metrics","",skill/competence,transversal,"Know various routing protocols to calculate itineraries; compare different possible routes and determine the most efficient one. Understand topological and link-state databases."
http://data.europa.eu/esco/skill/49320ec7-65f9-4f90-bed2-2d41784f1836,"compile GIS-data","",skill/competence,transversal,"Gather and organise GIS-data from sources such as databases and maps."
http://data.europa.eu/esco/skill/906ef09c-959c-42de-8c65-6e11c73c3570,"perform computer analyses of geotechnical structures","",skill/competence,transversal,"Use specialised digital databases and perform computer-aided analyses of geotechnical structures."
http://data.europa.eu/esco/skill/698be2d3-8768-422d-a2d3-1cb701816089,"search for information online","",skill/competence,transversal,"Identify digital information via search engines, judging its relevance and purpose."
http://data.europa.eu/esco/skill/e36c1f47-3913-4d35-a6ae-fd9a7243483f,"design ventilation network","",skill/competence,transversal,"Draft ventilation network. Prepare and plan the ventilation layout using specialist software. Design heating or cooling systems as required. Improve efficiency of ventilation network to lower energy c"
http://data.europa.eu/esco/skill/f7091334-10da-4ad6-b74a-8528a01a03f4,"expand the network of providers","",skill/competence,transversal,"Broaden range of services to clients by seeking opportunities and proposing new local service providers."
http://data.europa.eu/esco/skill/e5b5053e-0ef6-4c4e-a3f2-42f955f4322c,"implement a firewall","",skill/competence,transversal,"Download, install and update a network security system designed to prevent unauthorized access to a private network."
http://data.europa.eu/esco/skill/da042121-959d-451b-b4d0-3bbf07c1bc67,"analyse network bandwidth requirements","",skill/competence,transversal,"Study the requirements on the transmission capacity of an ICT network or other telecommunication system."
http://data.europa.eu/esco/skill/0ab03c6c-281b-48f4-83e0-10eeb27a1bae,"network management system tools","",skill/competence,transversal,"The software or hardware tools which enable monitoring, analysis and supervision of individual network components or network parts within a larger network system."
http://data.europa.eu/esco/skill/bf5d77ad-e18c-48d8-83f0-bc79c011c74a,"develop professional network","",skill/competence,transversal,"Reach out to and meet up with people in a professional context. Find common ground and use your contacts for mutual benefit. Keep track of the people in your personal professional network and stay up "
http://data.europa.eu/esco/skill/757e2bb2-efe6-4e93-80b3-2ce35fc1ebb2,"establish educational network","",skill/competence,transversal,"Establish a sustainable network of useful and productive educational partnerships to explore business opportunities and collaborations, as well as stay current about trends in education and topics rel"
http://data.europa.eu/esco/skill/d6e3395b-5ab6-4fba-969a-3df634e904c5,"ICT network cable limitations","",skill/competence,transversal,"The limitations, such as distance limitations and resistance of types of cables, such as fibre cable, coax cable and ethernet cable which are used for realising networks."
http://data.europa.eu/esco/skill/19c0e68e-6e6c-4698-85dc-ef66a9de2c37,"maintain information network hardware","",skill/competence,transversal,"Assess the functionality and identify faults in the infrastructure of an information network, perform routine maintenance tasks which prevent failure and repair tasks in order to ensure permanent avai"
http://data.europa.eu/esco/skill/8fa840f7-e66a-4370-8e6d-7d554260c31c,"forecast future ICT network needs","",skill/competence,transversal,"Identify current data traffic and estimate how growth will affect the ICT network."
http://data.europa.eu/esco/skill/0da6cab1-0ee9-4391-a299-f71fbf21db56,"ICT network routing","",skill/competence,transversal,"The processes and techniques for choosing the best paths within an ICT network through which a packet can travel."
http://data.europa.eu/esco/skill/c97ba966-6d85-4f07-bb24-f1f08f962f6c,"build a network of contacts with suppliers of tourist services","",skill/competence,transversal,"Establish a widely spread network of suppliers in the tourism industry. Prepare the best possible package and tourist services."
http://data.europa.eu/esco/skill/2267e532-303d-460c-9acf-56a70ea60c0a,"city road network","",skill/competence,transversal,"The city road transport network with its possibilities, limitations, congestion hotspots, and areas of highest use."
http://data.europa.eu/esco/skill/2164e860-7f20-48bc-b98c-5d9f8a561550,"design computer network","",skill/competence,transversal,"Develop and plan ICT networks, such as wide area network and local area network, that connect computers using cable or wireless connections and allow them to exchange data and assess their capacity re"
http://data.europa.eu/esco/skill/32428b21-514b-42c2-81b5-244a7804ea74,"procurement of ICT network equipment","",skill/competence,transversal,"The products available from network equipment providers and methods for selecting and procuring the equipment."
http://data.europa.eu/esco/skill/acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95,"implement a virtual private network","",skill/competence,transversal,"Create an encrypted connection between private networks, such as different local networks of a company, over the internet to ensure that only authorized users can access it and that the data cannot be"
http://data.europa.eu/esco/skill/fbce0748-1e9e-4ac6-b7e9-37901bd9b27b,"develop an artistic network","",skill/competence,transversal,"Generate awareness of a show or event through public relations initiatives. Develop a network of music industry contacts to spread the word about upcoming shows."
http://data.europa.eu/esco/skill/f6424ebb-8401-446b-9f7e-10d7c854da02,"ICT network simulation","",skill/competence,transversal,"The methods and tools which enable modelling of the ICT network behaviour by calculating the data exchange among entities or capturing and reproducing characteristics from a functioning network."
http://data.europa.eu/esco/skill/709ef32a-7435-48e2-8fa2-16e389ecab8a,"Cisco","",skill/competence,transversal,"The products available from the network equipment provider Cisco and methods for selecting and procuring the equipment."
http://data.europa.eu/esco/skill/f3a313b1-315b-490c-8f4c-35e8d2d07e3e,"national road network","",skill/competence,transversal,"The national road transport network with its routes, restrictions, congestion areas, and regulations."
